"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2015-5-22","4,657.60","4,584.98","4,658.27","4,562.99","65.56B","2.83%"
"2015-5-21","4,529.42","4,456.43","4,530.48","4,438.26","46.50B","1.87%"
"2015-5-20","4,446.29","4,434.98","4,520.54","4,432.28","51.41B","0.65%"
"2015-5-19","4,417.55","4,285.78","4,418.40","4,285.78","43.67B","3.13%"
"2015-5-18","4,283.49","4,277.89","4,324.83","4,260.51","38.01B","-0.58%"
"2015-5-15","4,308.69","4,366.82","4,366.82","4,278.55","43.97B","-1.59%"
"2015-5-14","4,378.31","4,372.82","4,397.74","4,329.04","44.91B","0.06%"
"2015-5-13","4,375.76","4,402.38","4,415.63","4,342.48","51.05B","-0.58%"
"2015-5-12","4,401.22","4,342.37","4,402.31","4,317.98","52.19B","1.56%"
"2015-5-11","4,333.58","4,231.27","4,334.88","4,187.82","48.88B","3.04%"
"2015-5-8","4,205.92","4,152.98","4,206.86","4,099.04","39.74B","2.28%"
"2015-5-7","4,112.21","4,197.90","4,213.76","4,108.01","39.46B","-2.77%"
"2015-5-6","4,229.27","4,311.64","4,376.35","4,187.37","48.17B","-1.62%"
"2015-5-5","4,298.71","4,479.85","4,488.87","4,282.24","57.29B","-4.06%"
"2015-5-4","4,480.46","4,441.34","4,487.57","4,387.43","49.42B","0.87%"
"2015-4-30","4,441.66","4,483.01","4,507.34","4,441.05","52.67B","-0.78%"
"2015-4-29","4,476.62","4,446.12","4,499.94","4,398.64","51.98B","0.01%"
"2015-4-28","4,476.21","4,527.64","4,572.39","4,432.90","76.77B","-1.13%"
"2015-4-27","4,527.40","4,441.93","4,529.74","4,441.93","67.11B","3.04%"
"2015-4-24","4,393.69","4,355.95","4,416.38","4,318.12","62.86B","-0.47%"
"2015-4-23","4,414.51","4,414.48","4,444.41","4,358.84","66.73B","0.36%"
"2015-4-22","4,398.49","4,304.60","4,400.19","4,297.95","68.03B","2.44%"
"2015-4-21","4,293.62","4,212.19","4,294.37","4,188.57","63.45B","1.82%"
"2015-4-20","4,217.08","4,301.35","4,356.00","4,190.68","85.71B","-1.64%"
"2015-4-17","4,287.30","4,254.72","4,317.22","4,238.91","70.17B","2.20%"
"2015-4-16","4,194.82","4,055.92","4,195.31","4,031.24","55.12B","2.71%"
"2015-4-15","4,084.16","4,135.65","4,175.49","4,069.01","61.30B","-1.24%"
"2015-4-14","4,135.57","4,125.78","4,168.35","4,091.26","61.07B","0.34%"
"2015-4-13","4,121.71","4,072.72","4,128.07","4,057.29","58.98B","2.17%"
"2015-4-10","4,034.31","3,947.49","4,040.35","3,929.32","48.43B","1.94%"
"2015-4-9","3,957.53","4,006.13","4,016.40","3,900.03","58.52B","-0.93%"
"2015-4-8","3,994.81","3,976.53","4,000.22","3,903.65","61.81B","0.84%"
"2015-4-7","3,961.38","3,899.42","3,961.67","3,891.73","57.04B","2.52%"
"2015-4-3","3,863.93","3,803.38","3,864.40","3,792.21","47.30B","1.00%"
"2015-4-2","3,825.78","3,827.69","3,835.45","3,775.89","47.93B","0.41%"
"2015-4-1","3,810.29","3,748.34","3,817.08","3,742.21","44.75B","1.66%"
"2015-3-31","3,747.90","3,822.99","3,835.57","3,737.04","56.17B","-1.02%"
"2015-3-30","3,786.57","3,710.61","3,795.93","3,710.61","56.47B","2.59%"
"2015-3-27","3,691.10","3,686.13","3,710.48","3,656.83","40.89B","0.24%"
"2015-3-26","3,682.10","3,641.94","3,707.32","3,615.01","48.86B","0.58%"
"2015-3-25","3,660.73","3,680.95","3,693.15","3,634.56","52.19B","-0.83%"
"2015-3-24","3,691.41","3,692.57","3,715.87","3,600.70","63.96B","0.10%"
"2015-3-23","3,687.73","3,640.10","3,688.25","3,635.48","53.61B","1.95%"
"2015-3-20","3,617.32","3,587.08","3,632.34","3,569.38","51.67B","0.98%"
"2015-3-19","3,582.27","3,576.02","3,600.68","3,546.84","53.73B","0.14%"
"2015-3-18","3,577.30","3,510.50","3,577.66","3,503.85","54.52B","2.13%"
"2015-3-17","3,502.85","3,469.60","3,504.12","3,459.69","52.09B","1.55%"
"2015-3-16","3,449.30","3,391.16","3,449.30","3,377.09","39.91B","2.26%"
"2015-3-13","3,372.91","3,359.49","3,391.26","3,352.15","32.84B","0.70%"
"2015-3-12","3,349.32","3,314.81","3,360.05","3,300.49","35.73B","1.78%"
"2015-3-11","3,290.90","3,289.59","3,325.05","3,278.47","28.30B","0.15%"
"2015-3-10","3,286.07","3,289.08","3,309.92","3,277.09","28.58B","-0.49%"
"2015-3-9","3,302.41","3,224.31","3,307.70","3,198.37","32.15B","1.89%"
"2015-3-6","3,241.19","3,248.04","3,266.93","3,234.53","28.29B","-0.22%"
"2015-3-5","3,248.48","3,264.08","3,266.64","3,221.67","32.07B","-0.95%"
"2015-3-4","3,279.53","3,264.18","3,286.59","3,250.48","29.36B","0.51%"
"2015-3-3","3,263.05","3,317.69","3,317.69","3,260.43","38.20B","-2.19%"
"2015-3-2","3,336.28","3,332.72","3,336.76","3,298.67","34.64B","0.78%"
"2015-2-27","3,310.30","3,296.83","3,324.55","3,291.01","29.92B","0.36%"
"2015-2-26","3,298.36","3,222.15","3,300.62","3,202.19","30.13B","2.15%"
"2015-2-25","3,228.84","3,256.48","3,257.22","3,215.55","23.33B","-0.56%"
"2015-2-17","3,246.91","3,230.88","3,255.73","3,230.77","22.83B","0.76%"
"2015-2-16","3,222.36","3,206.14","3,228.85","3,195.88","22.38B","0.58%"
"2015-2-13","3,203.83","3,186.81","3,237.16","3,182.79","26.13B","0.96%"
"2015-2-12","3,173.42","3,157.96","3,181.77","3,134.24","19.46B","0.50%"
"2015-2-11","3,157.70","3,145.77","3,166.42","3,139.05","17.28B","0.51%"
"2015-2-10","3,141.59","3,090.49","3,142.10","3,084.25","19.38B","1.50%"
"2015-2-9","3,095.12","3,063.51","3,119.03","3,049.11","20.61B","0.62%"
"2015-2-6","3,075.91","3,120.09","3,129.54","3,052.94","24.68B","-1.93%"
"2015-2-5","3,136.53","3,251.21","3,251.21","3,135.82","30.61B","-1.18%"
"2015-2-4","3,174.13","3,212.82","3,238.98","3,171.14","24.91B","-0.96%"
"2015-2-3","3,204.91","3,156.09","3,207.94","3,129.73","24.82B","2.45%"
"2015-2-2","3,128.30","3,148.14","3,175.13","3,122.57","25.09B","-2.56%"
"2015-1-30","3,210.36","3,273.75","3,288.50","3,210.31","25.83B","-1.59%"
"2015-1-29","3,262.30","3,259.00","3,286.79","3,234.24","27.47B","-1.31%"
"2015-1-28","3,305.74","3,325.72","3,354.80","3,294.65","30.19B","-1.41%"
"2015-1-27","3,352.96","3,389.85","3,390.22","3,290.22","37.45B","-0.89%"
"2015-1-26","3,383.18","3,347.26","3,384.80","3,321.31","31.75B","0.94%"
"2015-1-23","3,351.76","3,357.10","3,406.79","3,328.29","36.62B","0.25%"
"2015-1-22","3,343.34","3,327.32","3,352.38","3,293.98","35.34B","0.59%"
"2015-1-21","3,323.61","3,189.09","3,337.00","3,178.34","41.10B","4.74%"
"2015-1-20","3,173.05","3,114.56","3,190.25","3,100.48","35.71B","1.82%"
"2015-1-19","3,116.35","3,189.73","3,262.21","3,095.07","40.11B","-7.70%"
"2015-1-16","3,376.49","3,343.60","3,400.32","3,340.49","33.99B","1.20%"
"2015-1-15","3,336.45","3,224.07","3,337.08","3,207.55","28.25B","3.54%"
"2015-1-14","3,222.44","3,242.34","3,268.48","3,193.98","24.02B","-0.40%"
"2015-1-13","3,235.30","3,223.54","3,259.39","3,214.41","23.07B","0.19%"
"2015-1-12","3,229.32","3,258.21","3,275.19","3,191.58","32.21B","-1.71%"
"2015-1-9","3,285.41","3,276.97","3,404.83","3,267.51","41.02B","-0.24%"
"2015-1-8","3,293.46","3,371.96","3,381.57","3,285.10","37.11B","-2.39%"
"2015-1-7","3,373.95","3,326.65","3,374.90","3,312.21","39.19B","0.67%"
"2015-1-6","3,351.45","3,330.80","3,394.22","3,303.18","50.17B","0.03%"
"2015-1-5","3,350.52","3,258.63","3,369.28","3,253.88","53.14B","3.58%"
